station,datetime,temperature,precipitation,wind_speed,wind_direction,pressure,weather_code
鹿児島,2025-08-24 21:00:00,29.4,0.0,2.5,西北西,1010.1,2
鹿児島,2025-08-24 22:00:00,29.2,0.0,1.6,北北西,1010.1,2
鹿児島,2025-08-24 23:00:00,28.1,0.0,2.5,北東,1010.2,2
鹿児島,2025-08-25 00:00:00,28.0,0.0,1.8,北北東,1010.2,2
鹿児島,2025-08-25 01:00:00,27.8,0.0,2.2,北東,1010.0,2
鹿児島,2025-08-25 02:00:00,27.8,0.0,0.8,北,1010.1,2
鹿児島,2025-08-25 03:00:00,27.6,0.0,2.0,北北西,1010.2,2
鹿児島,2025-08-25 04:00:00,27.4,0.0,1.1,北北西,1010.1,2
鹿児島,2025-08-25 05:00:00,27.3,0.0,1.9,北東,1009.9,2
鹿児島,2025-08-25 06:00:00,27.2,0.0,1.3,北北東,1010.3,2
鹿児島,2025-08-25 07:00:00,27.7,0.0,0.9,北北東,1010.6,2
鹿児島,2025-08-25 08:00:00,28.6,0.0,0.5,西南西,1010.9,2
鹿児島,2025-08-25 09:00:00,30.1,0.0,2.4,東,1010.8,2
鹿児島,2025-08-25 10:00:00,30.3,0.0,2.0,東南東,1010.7,2
鹿児島,2025-08-25 11:00:00,31.2,0.0,2.6,南南東,1010.5,10
鹿児島,2025-08-25 12:00:00,31.8,0.0,2.2,南東,1010.0,2
鹿児島,2025-08-25 13:00:00,30.9,0.0,4.1,南,1009.6,2
鹿児島,2025-08-25 14:00:00,33.1,0.0,2.5,西北西,1009.2,2
鹿児島,2025-08-25 15:00:00,32.6,0.0,3.2,西南西,1009.1,2
鹿児島,2025-08-25 16:00:00,32.6,0.0,4.6,西北西,1008.5,15
鹿児島,2025-08-25 17:00:00,32.2,0.0,3.8,西,1008.3,2
鹿児島,2025-08-25 18:00:00,30.8,0.0,3.8,西北西,1008.7,2
鹿児島,2025-08-25 19:00:00,29.9,0.0,3.3,西北西,1009.2,2
鹿児島,2025-08-25 20:00:00,29.4,0.0,2.2,西,1009.3,2
鹿児島,2025-08-25 21:00:00,29.0,0.0,1.2,西北西,1009.8,2
鹿児島,2025-08-25 22:00:00,28.8,0.0,1.9,北西,1010.2,2
鹿児島,2025-08-25 23:00:00,28.1,0.0,2.4,北北西,1010.1,2
鹿児島,2025-08-26 00:00:00,28.2,0.0,0.8,南南西,1010.0,2
鹿児島,2025-08-26 01:00:00,28.1,0.0,1.1,南南東,1009.7,2
鹿児島,2025-08-26 02:00:00,27.7,0.0,0.5,東,1009.8,2
鹿児島,2025-08-26 03:00:00,27.0,0.0,1.4,北北西,1009.9,2
鹿児島,2025-08-26 04:00:00,27.0,0.0,0.8,北,1009.8,2
鹿児島,2025-08-26 05:00:00,26.8,0.0,2.0,北北西,1009.9,2
鹿児島,2025-08-26 06:00:00,26.5,0.0,1.2,北,1009.9,2
鹿児島,2025-08-26 07:00:00,27.2,0.0,1.4,北北西,1010.1,2
鹿児島,2025-08-26 08:00:00,28.5,0.0,0.4,東北東,1010.2,2
鹿児島,2025-08-26 09:00:00,29.7,0.0,2.8,東南東,1010.3,2
鹿児島,2025-08-26 10:00:00,30.5,0.0,2.6,東南東,1010.6,2
鹿児島,2025-08-26 11:00:00,28.8,1.0,2.4,南,1010.4,10
鹿児島,2025-08-26 12:00:00,29.7,0.0,2.6,南東,1009.9,2
鹿児島,2025-08-26 13:00:00,31.0,0.0,1.7,西,1009.7,2
鹿児島,2025-08-26 14:00:00,31.3,0.0,2.5,南南東,1009.1,2
鹿児島,2025-08-26 15:00:00,31.1,0.0,4.1,南南東,1008.3,2
鹿児島,2025-08-26 16:00:00,31.1,0.0,4.3,南南東,1007.8,2
鹿児島,2025-08-26 17:00:00,31.8,0.0,2.8,西南西,1007.9,2
鹿児島,2025-08-26 18:00:00,30.5,0.0,2.8,南,1007.6,2
鹿児島,2025-08-26 19:00:00,29.9,0.0,3.2,西,1008.0,2
鹿児島,2025-08-26 20:00:00,29.2,0.0,2.7,西北西,1008.6,2
鹿児島,2025-08-26 21:00:00,28.9,0.0,2.0,西北西,1009.3,2
鹿児島,2025-08-26 22:00:00,28.6,0.0,0.9,西北西,1009.3,2
鹿児島,2025-08-26 23:00:00,28.4,0.0,0.7,南西,1009.2,2
鹿児島,2025-08-27 00:00:00,27.9,0.0,1.1,西北西,1009.3,2
鹿児島,2025-08-27 01:00:00,27.8,0.0,1.3,北北西,1009.0,2
鹿児島,2025-08-27 02:00:00,27.3,0.0,2.0,北北西,1008.8,2
鹿児島,2025-08-27 03:00:00,27.2,0.0,1.6,北北西,1008.5,2
鹿児島,2025-08-27 04:00:00,27.0,0.0,1.8,北北西,1008.4,2
鹿児島,2025-08-27 05:00:00,26.7,0.0,1.3,北,1008.4,2
鹿児島,2025-08-27 06:00:00,26.6,0.0,2.1,北北西,1008.5,2
鹿児島,2025-08-27 07:00:00,27.0,0.0,2.0,北北西,1009.3,2
